CAGDP1 County and MSA gross domestic product (GDP) summary
CAGDP1 County and MSA gross domestic product (GDP) summary
Metropolitan Statistical Area
GeoFips,GeoName,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",6.5,2.1,0.8,2.5,4.0,4.5,-1.8,-0.4,-0.3,1.7,1.6,4.8,1.7,1.1,-0.4,0.5,2.2,3.8,-2.1,5.4,1.9,3.8
32780,"Medford, OR (Metropolitan Statistical Area)",5.4,6.1,4.4,2.3,1.8,0.4,-1.4,-5.2,2.0,-1.3,-2.0,5.1,2.1,4.2,4.2,5.2,1.6,1.5,-0.1,6.9,-0.6,3.6
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",1.4,1.9,2.4,1.7,1.5,-1.7,-1.4,-4.6,0.5,0.7,2.9,1.8,-0.2,2.0,1.3,1.8,0.8,0.9,-1.2,5.5,-0.2,1.9
32900,"Merced, CA (Metropolitan Statistical Area)",5.9,9.0,9.5,4.6,-2.1,12.0,-12.0,-3.2,2.3,3.0,-3.1,3.4,9.9,2.3,0.6,5.5,0.2,1.1,-1.5,2.0,2.3,0.4
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",4.0,3.9,5.7,5.7,2.6,0.7,-3.6,-6.5,3.4,0.2,0.5,3.1,3.4,4.4,3.1,4.5,3.7,2.1,-3.7,10.6,6.1,4.0
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",0.0,0.7,3.9,-1.0,0.5,1.5,1.2,-8.6,4.3,-0.9,-0.1,1.9,1.6,-4.2,1.4,-0.7,3.1,-2.8,-3.2,6.0,-0.5,4.8
33220,"Midland, MI (Metropolitan Statistical Area)",2.8,-4.8,5.6,-10.3,0.0,2.3,-3.0,-5.0,3.8,2.1,2.7,-1.8,13.3,7.8,-6.4,2.6,0.7,-2.8,6.0,3.8,1.5,5.8
33260,"Midland, TX (Metropolitan Statistical Area)",1.6,-4.0,4.8,5.2,16.6,10.7,10.6,8.1,9.9,17.0,27.0,5.1,9.0,9.5,-1.7,14.0,25.9,20.3,-6.1,1.8,-2.3,42.9
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",-0.2,2.8,2.5,3.1,2.6,1.0,-1.9,-3.5,3.0,2.0,1.0,0.4,0.6,1.2,0.5,1.5,1.6,1.5,-4.0,4.3,2.7,1.4
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",1.2,4.8,5.1,3.1,-0.4,1.4,0.8,-4.3,3.2,2.5,1.9,3.1,3.8,2.2,1.6,1.9,3.1,1.6,-3.5,5.8,2.0,2.0
33540,"Missoula, MT (Metropolitan Statistical Area)",4.6,4.2,3.4,2.6,2.5,2.2,2.3,-1.3,-0.8,1.0,-0.5,1.0,2.5,3.1,1.7,6.4,1.2,2.7,-0.5,11.9,-0.5,4.0
33660,"Mobile, AL (Metropolitan Statistical Area)",0.5,1.8,3.3,3.9,6.8,0.6,0.8,-0.4,1.2,1.8,-0.4,1.4,0.1,-0.1,2.1,0.2,1.6,2.2,0.4,6.4,0.7,5.1
33700,"Modesto, CA (Metropolitan Statistical Area)",3.9,3.6,6.0,3.3,2.3,-1.4,-3.0,-1.3,0.8,-0.3,-1.4,1.3,6.5,4.0,1.6,4.2,2.8,2.3,-2.9,4.7,0.4,1.1
33740,"Monroe, LA (Metropolitan Statistical Area)",7.2,2.5,4.9,4.2,1.0,-9.8,-4.4,3.6,2.7,-2.9,3.2,8.9,0.3,1.9,0.5,-1.8,1.6,-3.5,-3.6,1.6,1.0,2.8
33780,"Monroe, MI (Metropolitan Statistical Area)",4.7,3.4,-1.3,1.1,2.1,-0.2,-4.3,-7.3,5.8,0.5,-3.3,3.7,0.3,0.4,-0.5,-0.4,-2.0,1.8,-6.6,4.8,2.0,4.6
33860,"Montgomery, AL (Metropolitan Statistical Area)",2.0,3.5,5.3,3.9,2.4,0.6,-1.6,-3.1,2.8,0.4,1.6,-0.3,-0.8,2.3,3.1,-0.1,0.1,0.6,-2.2,3.3,2.5,3.2
34060,"Morgantown, WV (Metropolitan Statistical Area)",2.9,2.7,5.3,5.3,1.6,0.4,3.2,4.2,8.3,0.7,0.5,7.6,-0.5,3.6,-1.1,3.0,0.8,-3.2,-0.9,4.3,1.1,1.9
34100,"Morristown, TN (Metropolitan Statistical Area)",-0.2,0.8,4.6,1.1,2.7,1.3,-2.5,-8.2,9.0,3.2,1.5,1.3,2.4,2.0,1.2,3.8,-0.8,2.4,0.6,8.2,2.2,1.8
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",18.9,-4.2,-5.8,21.5,-7.1,2.8,3.2,3.3,2.2,-17.1,-1.8,5.3,1.7,15.6,-0.8,-2.8,1.5,0.8,-1.1,-1.1,0.4,1.5
34620,"Muncie, IN (Metropolitan Statistical Area)",0.0,4.3,-1.7,-1.4,-0.1,-4.4,-0.7,-4.9,6.6,8.7,-17.8,3.1,-0.3,-0.6,-1.0,2.1,1.6,0.8,-2.4,3.1,3.7,0.6
34740,"Muskegon, MI (Metropolitan Statistical Area)",1.7,-0.1,1.5,2.5,-1.7,-0.2,-3.0,-3.6,3.5,3.1,1.7,3.0,1.8,1.2,-2.3,-1.8,1.6,1.4,-4.3,2.7,4.2,2.7
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",1.7,6.2,7.8,8.1,3.4,2.2,-3.9,-3.5,0.4,1.5,-0.3,3.3,5.1,3.4,4.8,4.4,2.1,2.6,0.8,7.1,4.8,4.1
34900,"Napa, CA (Metropolitan Statistical Area)",5.6,1.1,-1.0,5.2,-0.1,2.6,1.2,-2.7,-1.5,-1.5,6.7,5.2,7.3,5.0,2.1,1.7,0.5,-0.4,-5.2,9.9,-3.4,3.0
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",6.1,5.7,5.1,9.2,1.2,-0.6,-6.3,-8.9,1.5,-1.7,1.4,3.8,5.3,6.4,6.3,2.0,3.3,4.6,-0.9,13.0,5.3,4.0
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",4.1,5.5,6.7,3.9,3.9,1.0,4.1,-2.9,2.2,3.5,5.7,3.3,4.6,6.7,3.7,4.6,3.1,3.6,-0.7,11.3,6.0,3.1
35100,"New Bern, NC (Metropolitan Statistical Area)",-2.0,4.8,5.0,7.4,1.4,2.7,-2.6,-2.9,3.1,-1.7,0.1,3.9,3.2,0.1,-8.0,1.4,-2.1,3.4,-2.5,5.3,-0.6,2.1
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",2.1,0.8,6.4,0.9,2.5,1.0,-0.3,-6.1,1.5,-0.6,-0.1,1.0,-0.2,1.5,1.7,0.4,2.0,1.6,-2.6,3.4,0.9,2.0
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",2.5,4.7,3.1,3.7,-5.8,-0.6,7.5,1.4,9.4,-23.1,2.2,-3.3,1.2,0.3,0.8,5.8,-0.1,2.1,-8.0,4.6,-1.3,5.0
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",-0.8,0.5,2.2,2.8,3.0,1.1,-1.7,2.2,3.3,0.4,4.2,0.9,1.9,2.2,1.7,2.0,3.0,2.0,-3.1,5.1,2.2,1.6
35660,"Niles, MI (Metropolitan Statistical Area)",1.8,2.0,5.5,-2.6,2.1,4.0,-7.4,-12.0,10.8,2.1,-1.3,2.4,0.5,1.7,4.4,1.5,-2.4,-1.9,1.8,0.4,-1.3,-0.8
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",8.7,5.5,10.3,9.1,2.7,-2.6,-7.9,-5.3,-3.6,0.7,-1.1,4.0,5.3,6.7,3.3,3.7,5.2,4.9,-0.1,7.0,7.1,4.4
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",5.0,4.9,11.5,3.1,5.2,7.1,-6.6,-12.6,-0.5,-0.8,-0.8,3.0,-5.6,3.3,0.6,5.7,1.6,1.1,-7.0,1.7,3.3,3.5
36100,"Ocala, FL (Metropolitan Statistical Area)",5.2,7.1,6.7,7.9,7.6,2.8,-0.7,-9.1,-1.4,-0.9,-2.9,1.7,0.2,2.3,7.1,0.4,4.2,1.7,3.6,8.0,3.5,5.4
36140,"Ocean City, NJ (Metropolitan Statistical Area)",3.7,3.5,3.4,3.3,-1.7,-0.5,-0.5,-9.6,9.2,-2.2,-3.2,2.5,3.8,-2.6,-0.3,2.9,0.3,-1.0,-2.1,7.2,4.6,4.4
36220,"Odessa, TX (Metropolitan Statistical Area)",7.8,-4.6,3.9,2.6,15.8,10.4,8.3,2.6,5.6,17.5,18.6,4.0,1.2,-10.8,-14.4,8.1,19.2,3.9,-15.7,-1.0,7.9,11.6
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",3.4,3.1,2.9,5.9,6.9,3.3,-0.7,-0.2,1.5,0.9,-0.1,4.3,2.5,2.0,3.5,5.8,5.4,4.4,2.5,5.4,2.7,4.1
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",1.8,2.5,4.0,3.2,5.6,1.0,2.7,-1.0,2.7,4.2,4.4,2.9,6.4,4.2,0.3,3.1,3.5,1.7,-2.8,0.7,-0.5,6.9
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",1.1,1.7,1.9,4.5,2.8,5.6,4.6,-3.3,1.2,-0.2,0.8,1.2,1.8,0.5,5.5,3.3,6.4,2.4,-2.1,7.3,7.2,2.2
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",2.9,4.7,4.8,3.4,3.7,3.0,-0.9,0.2,3.1,5.4,1.6,-1.7,6.2,3.3,0.5,4.6,2.1,1.1,-1.8,5.6,7.0,2.2
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",3.8,5.4,7.5,7.7,3.2,2.6,-2.6,-6.9,1.3,0.2,2.4,3.4,3.8,5.5,3.8,5.5,3.7,4.0,-4.4,11.9,6.9,4.5
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",7.5,0.8,2.2,1.7,1.8,-1.5,-1.5,-3.3,4.2,1.0,0.5,0.1,2.5,-0.8,4.6,-0.4,2.5,3.1,-1.6,2.6,0.3,0.3
36980,"Owensboro, KY (Metropolitan Statistical Area)",5.3,5.1,0.1,0.4,4.7,-3.3,4.5,-2.5,5.3,1.4,1.4,5.3,-1.9,1.3,0.7,0.3,-1.7,0.0,-2.7,0.2,1.3,1.6
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",3.1,6.4,9.5,5.0,10.9,8.1,-8.4,-0.5,-0.5,-5.5,-1.6,1.2,-0.6,0.6,-0.4,0.0,1.2,1.9,-0.9,3.9,0.1,0.7
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",4.0,7.5,8.8,7.1,4.0,6.3,0.9,-7.2,0.6,-4.5,-1.6,1.1,2.3,4.6,2.5,4.8,4.6,5.1,0.5,10.8,4.6,6.1
37460,"Panama City, FL (Metropolitan Statistical Area)",6.8,4.8,9.3,6.6,2.8,1.2,-0.7,-3.8,-0.2,-2.6,-0.4,1.3,2.6,3.2,2.1,-0.5,2.2,0.7,0.7,8.9,3.3,3.7
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",3.7,0.3,0.1,-1.5,5.3,-4.4,4.1,8.7,-1.9,-2.9,-6.8,-3.0,-0.4,-1.1,-2.5,0.1,1.9,-3.6,-0.6,5.2,-1.1,3.5
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",1.9,3.1,4.3,3.3,2.7,1.0,-2.6,-3.3,1.5,1.6,-0.7,1.6,1.0,3.9,3.9,3.1,1.1,2.5,-0.2,7.7,3.3,3.1
37900,"Peoria, IL (Metropolitan Statistical Area)",-0.9,2.0,3.8,5.2,5.7,5.5,1.8,-2.6,9.5,13.1,11.4,-14.0,-1.9,-8.3,-6.0,-5.4,2.6,-3.9,-6.5,5.0,5.3,-0.8
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",0.9,4.0,3.9,0.9,1.1,3.7,2.8,-3.2,2.2,0.6,2.5,1.7,2.5,1.7,1.4,-0.3,1.6,1.1,-3.8,4.4,2.6,2.1
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",3.6,7.1,5.5,7.7,5.0,3.2,-2.0,-9.2,1.0,3.4,3.7,0.7,1.6,3.1,3.6,4.6,4.6,4.7,1.9,8.9,4.8,2.9
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",-1.4,4.6,4.9,0.0,0.0,-4.4,0.8,-4.1,3.1,-0.8,1.1,3.2,-4.5,-5.0,-1.8,-3.0,-2.1,-1.4,-5.8,7.7,-3.1,-2.5
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",1.3,2.8,2.1,0.6,-1.2,2.5,2.3,-1.4,4.4,2.3,1.9,2.1,1.8,3.1,0.2,4.4,2.4,1.0,-5.3,3.7,1.2,2.9
38340,"Pittsfield, MA (Metropolitan Statistical Area)",2.9,-2.3,2.9,3.1,-0.6,0.5,2.6,-2.4,2.4,1.0,4.6,0.7,1.1,0.6,-0.8,-3.7,1.3,-1.9,-2.4,2.1,2.3,1.8
38540,"Pocatello, ID (Metropolitan Statistical Area)",-4.7,1.7,8.7,5.8,0.0,-0.3,4.9,-4.9,-1.3,-0.2,0.9,-1.9,-0.1,0.7,0.3,1.9,1.7,2.0,1.9,2.0,6.3,0.8
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",1.5,4.5,4.6,1.0,1.1,0.3,0.4,-1.0,1.8,0.0,0.8,-0.2,1.4,1.8,3.5,3.2,3.6,2.5,2.0,7.7,3.4,3.9
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",0.9,6.5,6.7,4.1,5.2,3.0,4.5,-5.1,2.4,3.9,1.9,1.0,3.4,5.7,4.7,5.7,4.4,2.5,-1.1,6.0,2.3,1.8
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",5.6,4.3,10.6,8.8,7.3,0.9,-4.4,-4.6,-0.7,-1.7,0.6,0.8,2.1,3.1,2.6,0.5,3.4,1.8,5.1,5.3,5.8,4.3
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)",2.1,6.4,4.2,1.3,-0.8,2.2,4.0,0.6,3.3,0.1,0.0,0.9,-0.3,2.4,0.4,2.4,1.7,4.3,-1.9,4.8,1.2,0.9
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",3.5,6.1,6.4,8.6,5.8,-1.1,1.6,-8.3,-2.2,-0.3,-1.4,4.0,4.1,0.1,3.5,6.6,1.6,-0.1,1.9,9.7,-0.7,3.0
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",2.6,2.8,2.9,1.1,2.8,-1.6,-0.5,-2.1,3.0,0.4,0.5,1.2,1.6,2.5,0.2,0.5,0.1,2.4,-3.0,5.1,0.9,1.2
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",2.3,4.4,7.5,6.9,8.0,9.3,1.7,1.2,2.4,3.2,1.5,5.1,4.7,8.2,7.0,6.8,8.3,9.1,4.6,8.3,4.9,4.4
39380,"Pueblo, CO (Metropolitan Statistical Area)",1.1,2.2,5.4,-5.7,3.0,0.1,5.6,0.2,1.9,3.2,2.1,0.0,-1.8,2.5,2.7,-0.9,3.4,4.1,-3.6,6.6,-2.2,6.6
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",6.8,4.8,7.6,9.1,-1.5,-0.9,-8.6,-3.9,-0.8,-2.3,4.2,-0.2,2.2,5.5,4.0,2.7,3.5,6.7,5.4,4.3,3.9,6.1
39540,"Racine, WI (Metropolitan Statistical Area)",0.9,2.3,3.1,-1.3,1.9,-1.9,-3.2,-3.7,5.8,-0.8,0.6,-2.6,1.8,-1.4,-2.4,-4.3,1.7,-0.5,0.6,2.2,1.0,1.2
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",3.3,3.7,4.7,6.1,7.1,4.9,2.6,-4.2,6.8,-0.8,2.9,6.4,6.1,7.4,6.5,4.6,5.4,3.1,0.2,9.3,4.7,4.6
39660,"Rapid City, SD (Metropolitan Statistical Area)",13.5,0.2,-2.0,3.7,-3.8,3.4,1.6,-1.8,3.9,1.5,4.0,-1.3,3.0,2.7,0.4,1.5,1.7,1.9,2.3,4.0,3.5,3.6
39740,"Reading, PA (Metropolitan Statistical Area)",1.1,2.0,1.5,2.2,4.3,-0.6,0.9,-3.7,2.6,3.0,0.8,1.9,2.0,4.4,1.7,0.0,1.3,-0.4,-3.7,3.0,1.5,2.5
39820,"Redding, CA (Metropolitan Statistical Area)",11.2,2.8,-2.1,-2.0,4.2,-3.1,-3.1,-2.2,3.4,2.2,-3.9,0.0,2.1,2.0,5.0,6.0,-3.2,6.0,-2.4,1.5,-0.2,5.7
39900,"Reno, NV (Metropolitan Statistical Area)",1.1,3.0,7.6,4.4,0.2,-0.4,-4.6,-5.6,4.5,-1.5,2.6,-0.5,0.4,7.7,4.1,7.1,-2.0,3.9,0.8,10.2,1.4,1.4
40060,"Richmond, VA (Metropolitan Statistical Area) *",-2.1,2.0,0.9,4.6,0.6,1.6,-0.6,-1.9,2.7,2.4,2.1,2.8,1.2,3.9,1.5,1.8,2.4,2.4,-1.6,5.3,2.3,1.0
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",5.2,7.0,7.0,6.6,4.2,1.9,-2.2,-6.0,1.9,2.1,0.3,3.9,3.5,4.6,2.7,2.6,3.5,4.4,-0.9,6.4,1.9,1.1
40220,"Roanoke, VA (Metropolitan Statistical Area) *",-1.0,1.0,-0.1,3.6,3.1,2.3,-0.3,-3.4,1.8,-0.2,-0.2,2.4,1.8,2.3,-1.5,-1.7,1.7,-0.7,-2.0,6.2,1.4,2.9
40340,"Rochester, MN (Metropolitan Statistical Area)",7.2,8.1,4.7,1.6,2.3,0.3,3.9,-1.1,4.3,1.1,2.9,2.5,1.6,2.9,1.4,3.6,3.5,2.0,-1.6,3.9,2.0,3.2
40380,"Rochester, NY (Metropolitan Statistical Area)",0.1,1.6,0.3,-1.0,0.9,1.2,1.4,0.4,2.8,-2.3,0.3,-0.3,-0.6,2.4,-0.2,1.0,0.5,2.7,-3.2,4.4,0.2,0.1
40420,"Rockford, IL (Metropolitan Statistical Area)",1.7,1.8,2.5,2.3,3.5,1.6,-1.9,-7.9,1.0,3.6,0.6,-1.0,0.9,1.9,-0.1,1.4,2.7,-0.6,-10.1,3.8,4.5,-0.2
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",-2.1,1.5,0.2,2.1,3.5,0.3,0.0,25.0,-10.9,-9.8,-11.7,0.9,24.2,11.2,-0.3,-16.3,-5.0,-4.9,1.7,4.9,0.3,1.9
40660,"Rome, GA (Metropolitan Statistical Area)",-11.2,0.7,4.3,-2.7,1.0,1.5,-0.6,-3.2,1.6,-0.2,-2.6,-2.2,4.9,3.2,4.2,-3.2,-0.6,-1.7,-3.6,5.8,2.6,2.6
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",3.6,4.9,3.6,4.9,2.8,1.4,-0.8,-4.6,-1.3,2.3,1.2,3.2,2.8,4.3,2.1,2.9,4.4,3.6,-2.1,6.1,2.1,2.2
40980,"Saginaw, MI (Metropolitan Statistical Area)",2.4,4.3,-0.8,2.3,-2.4,-2.8,-6.5,-4.9,5.6,2.2,-0.1,1.0,-2.0,0.3,2.4,-0.4,3.2,0.2,-2.8,6.1,0.6,1.5
41060,"St. Cloud, MN (Metropolitan Statistical Area)",2.5,1.5,5.1,1.2,2.2,-0.1,1.9,-3.0,0.9,4.1,0.4,4.0,4.2,1.6,3.7,1.8,0.9,-1.0,-2.1,2.6,4.3,0.2
41100,"St. George, UT (Metropolitan Statistical Area)",6.0,7.7,9.6,11.4,10.3,4.0,-4.4,-9.2,-0.5,1.3,7.7,9.1,4.3,6.5,9.6,12.2,6.2,3.8,5.1,8.9,4.0,3.0
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",2.7,1.4,6.1,0.3,1.2,1.8,3.3,-1.4,-0.1,1.1,7.5,3.2,-3.7,-2.6,-0.3,5.4,-2.0,0.4,-2.1,1.1,-1.5,1.0
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",1.4,3.2,1.7,2.0,-0.2,0.9,3.3,-2.9,2.2,0.0,1.0,1.4,1.4,0.8,0.1,-0.4,1.3,1.7,-2.2,6.1,2.5,2.5
41420,"Salem, OR (Metropolitan Statistical Area)",1.9,3.6,2.1,4.6,6.4,-1.2,0.7,-3.8,0.8,-2.0,1.1,0.0,3.4,5.4,5.1,4.5,5.6,3.2,-0.3,6.4,1.7,2.6
41500,"Salinas, CA (Metropolitan Statistical Area)",5.8,-0.1,-10.4,2.5,7.2,-4.3,-1.4,6.2,-2.2,-5.7,4.1,5.8,1.7,8.5,3.1,0.2,3.3,3.2,-0.9,0.7,1.2,3.9
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",-3.0,2.8,5.8,5.9,2.9,2.2,-0.3,-0.4,-2.9,1.3,0.5,5.3,5.2,8.4,-1.6,-0.6,2.4,4.0,-4.1,8.2,3.9,0.8
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",2.6,0.7,6.8,5.6,7.5,4.7,-0.7,-3.3,2.5,4.8,3.0,1.8,3.2,3.4,4.7,5.2,5.7,6.0,-0.5,8.6,2.7,3.2
41660,"San Angelo, TX (Metropolitan Statistical Area)",-1.2,-1.2,-0.2,0.6,1.8,3.4,5.4,6.9,6.2,3.9,8.6,13.8,8.9,2.9,-7.0,-0.3,5.3,9.6,0.4,1.2,0.5,7.3
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",2.7,4.0,3.6,4.2,5.3,3.1,1.0,-2.0,4.1,4.5,2.9,5.3,5.3,5.7,0.9,0.3,4.7,3.6,-1.3,5.4,7.1,4.6
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",4.6,5.4,5.5,5.3,2.3,1.8,-0.6,-4.8,1.4,2.1,1.4,4.2,3.1,3.3,1.3,3.7,2.6,2.7,-1.4,7.3,3.1,1.4
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",-2.0,1.5,1.1,4.3,2.9,0.9,5.1,-4.1,0.1,1.0,8.4,4.4,6.1,6.0,5.7,9.3,6.5,6.0,0.4,11.0,-0.5,3.4
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",-3.9,6.4,3.4,6.6,6.8,10.1,5.2,-2.4,8.7,9.2,4.9,10.6,7.2,8.9,6.1,4.9,7.8,4.8,6.3,12.4,-0.5,3.4
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",10.9,2.4,0.7,3.8,2.0,-0.4,-3.3,-2.1,5.2,1.8,2.5,3.7,2.0,5.9,2.0,0.4,2.5,0.4,-1.2,4.9,1.1,-0.4
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",0.0,2.5,-3.1,0.4,-0.6,0.1,0.7,1.5,8.0,-1.3,-1.6,3.3,2.6,1.0,2.2,0.7,3.0,7.1,-0.4,7.9,-0.8,0.7
42140,"Santa Fe, NM (Metropolitan Statistical Area)",7.6,-2.1,4.0,3.0,6.2,3.8,3.9,-7.4,0.5,-1.8,-1.8,1.1,2.6,-2.3,0.5,-0.6,2.1,0.5,-5.8,9.5,0.5,1.7
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",4.3,4.1,3.2,4.3,1.6,2.0,2.4,1.7,-0.9,0.6,2.7,1.8,2.5,5.3,0.9,2.5,3.8,1.7,2.0,6.8,0.2,1.1
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",4.2,-0.7,-0.4,2.0,0.7,2.2,-0.6,-4.4,3.0,2.0,2.1,2.7,4.1,4.8,2.5,1.6,4.7,0.9,-3.0,7.0,-2.2,0.2
42340,"Savannah, GA (Metropolitan Statistical Area)",1.8,2.4,5.8,6.2,4.9,2.4,-1.4,-0.7,2.5,2.8,3.2,0.5,4.3,3.0,3.9,2.5,1.4,4.0,-0.5,7.7,2.6,4.9
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",-0.6,2.0,2.2,1.2,0.5,2.7,1.7,-1.0,2.6,0.7,0.8,1.3,2.2,2.9,1.7,-0.7,0.5,1.3,-4.4,3.2,-0.3,2.6
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",0.1,1.6,2.4,7.2,4.8,7.3,2.0,-3.4,3.2,3.5,5.4,4.3,4.9,4.6,4.1,8.2,7.5,5.5,0.2,7.4,2.2,6.2
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",7.0,7.1,7.0,8.0,0.5,3.4,-5.5,-6.4,-3.1,1.2,2.1,1.8,4.0,7.5,8.4,-1.2,4.9,3.4,0.9,12.1,-1.6,3.0
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",7.9,3.5,6.7,7.8,8.6,-1.4,-5.3,0.6,-2.9,-3.5,3.8,-6.5,0.3,2.2,3.5,0.4,-2.5,7.2,-5.8,4.6,5.2,6.0
43100,"Sheboygan, WI (Metropolitan Statistical Area)",1.8,2.6,6.4,-2.6,-0.8,3.1,-1.7,-4.8,2.1,1.6,1.2,1.1,2.0,2.5,3.5,-0.6,1.4,-2.1,-2.1,0.6,-1.0,1.0
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",2.6,2.1,6.7,0.9,8.3,-1.2,1.6,0.3,3.1,5.4,1.3,1.6,1.8,3.1,1.6,-1.5,5.7,1.0,-2.0,7.9,4.0,6.6
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",0.6,4.4,5.5,5.8,3.5,-7.1,1.0,14.9,6.1,5.5,-4.9,-7.3,-0.4,3.0,-0.4,1.6,3.0,2.8,-6.1,5.4,-1.5,9.0
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",0.8,7.4,2.3,5.1,2.5,5.9,1.7,0.5,4.4,1.2,-4.0,-3.6,-3.5,2.2,2.3,-1.4,0.1,1.9,6.9,-1.5,1.6,-0.6
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",-9.8,-1.0,6.1,4.3,1.8,2.8,5.1,-5.9,2.8,-3.9,-4.2,-1.2,0.6,3.8,1.8,-2.0,4.4,0.8,-1.0,8.5,1.1,2.8
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",16.3,-1.8,18.4,7.7,9.8,1.5,3.0,5.5,-3.4,6.2,9.6,-3.8,5.5,1.3,1.4,1.5,-1.2,4.3,-3.5,5.4,-2.0,2.0
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",2.5,5.3,3.2,0.5,1.8,1.1,-3.3,-10.1,5.7,0.9,1.1,1.8,3.7,1.7,0.1,0.8,4.5,2.7,-6.0,5.3,2.9,3.5
43900,"Spartanburg, SC (Metropolitan Statistical Area)",3.1,4.8,5.9,3.5,5.3,-0.5,-2.2,-9.3,4.5,1.7,-1.3,1.6,2.3,4.2,6.1,4.5,2.6,5.5,-2.9,6.0,1.5,0.7
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",0.1,1.7,3.7,4.7,3.3,3.9,1.4,-3.3,0.7,0.2,1.5,1.8,2.1,2.7,3.0,2.9,5.0,3.0,0.6,8.1,3.4,3.1
